number,name,type,description
2681,InTheMoneyCondition,INT,
2682,LegInTheMoneyCondition,INT,
2683,UnderlyingInTheMoneyCondition,INT,
2684,DerivativeInTheMoneyCondition,INT,
2685,ContraryInstructionEligibilityIndicator,BOOLEAN,
2686,LegContraryInstructionEligibilityIndicator,BOOLEAN,
2687,UnderlyingContraryInstructionEligibilityIndicator,BOOLEAN,
2688,DerivativeContraryInstructionEligibilityIndicator,BOOLEAN,
2689,CollateralMarketPrice,PRICE,
2690,CollateralPercentOverage,PERCENTAGE,
2691,NoSideCollateralAmounts,NUMINGROUP,
2692,SideCollateralAmountMarketID,STRING,
2693,SideCollateralAmountMarketSegmentID,STRING,
2694,SideCollateralAmountType,INT,
2695,SideCollateralCurrency,CURRENCY,
2696,SideCollateralFXRate,FLOAT,
2697,SideCollateralFXRateCalc,CHAR,
2698,SideCollateralMarketPrice,PRICE,
2699,SideCollateralPercentOverage,PERCENTAGE,
2700,SideCollateralPortfolioID,STRING,
2701,SideCollateralType,STRING,
2702,SideCurrentCollateralAmount,AMT,
2703,SideHaircutIndicator,BOOLEAN,
2704,ExDestinationType,INT,
2705,MarketCondition,INT,
2706,NoQuoteAttributes,NUMINGROUP,
2707,QuoteAttributeType,INT,
2708,QuoteAttributeValue,STRING,
2709,NoPriceQualifiers,NUMINGROUP,
2710,PriceQualifier,INT,
2711,MDValueTier,INT,
2712,MiscFeeQualifier,INT,
2713,MiscFeeDesc,STRING,
2714,FinancialInstrumentFullName,STRING,
2715,EncodedFinancialInstrumentFullNameLen,LENGTH,
2716,EncodedFinancialInstrumentFullName,DATA,
2717,LegFinancialInstrumentFullName,STRING,
2718,EncodedLegFinancialInstrumentFullNameLen,LENGTH,
2719,EncodedLegFinancialInstrumentFullName,DATA,
2720,UnderlyingFinancialInstrumentFullName,STRING,
2721,EncodedUnderlyingFinancialInstrumentFullNameLen,LENGTH,
2722,EncodedUnderlyingFinancialInstrumentFullName,DATA,
2723,UnderlyingIndexCurveUnit,STRING,
2724,UnderlyingIndexCurvePeriod,INT,
2725,CommissionAmountSubType,INT,
2726,AllocCommissionAmountSubType,INT,
2727,AllocLegRefID,STRING,
2728,FloatingRateIndexCurvePeriod,INT,
2729,FloatingRateIndexCurveSpread,PRICEOFFSET,
2730,FloatingRateIndexCurveUnit,STRING,
2731,FloatingRateIndexID,STRING,
2732,FloatingRateIndexIDSource,STRING,
2733,IndexRollMonth,STRING,
2734,NoIndexRollMonths,NUMINGROUP,
2735,AssetSubType,STRING,
2736,CommodityFinalPriceType,INT,
2737,FinancialInstrumentShortName,STRING,
2738,NextIndexRollDate,LOCALMKTDATE,
2739,LegAssetSubType,STRING,
2740,LegFinancialInstrumentShortName,STRING,
2741,SecondaryAssetSubType,STRING,
2742,UnderlyingFinancialInstrumentShortName,STRING,
2743,LegSecondaryAssetSubType,STRING,
2744,UnderlyingAssetSubType,STRING,
2745,UnderlyingSecondaryAssetSubType,STRING,
2746,NoReferenceDataDates,NUMINGROUP,
2747,ReferenceDataDate,UTCTIMESTAMP,
2748,ReferenceDataDateType,INT,
2749,ExecutionTimestamp,UTCTIMESTAMP,
2750,ReportingPx,PRICE,
2751,ReportingQty,QTY,
2752,DeliveryRouteOrCharter,STRING,
2753,ReturnTrigger,INT,
2754,LegDeliveryRouteOrCharter,STRING,
2755,LegReturnTrigger,INT,
2756,UnderlyingDeliveryRouteOrCharter,STRING,
2757,UnderlyingReturnTrigger,INT,
2758,AllocRequestID,STRING,
2759,GroupAmount,AMT,
2760,GroupRemainingAmount,AMT,
2761,AllocGroupAmount,AMT,
2762,PriceMarkup,PRICEOFFSET,
2763,AveragePriceType,INT,
2764,AveragePriceStartTime,UTCTIMESTAMP,
2765,AveragePriceEndTime,UTCTIMESTAMP,
2766,OrderPercentOfTotalVolume,PERCENTAGE,
2767,AllocGroupStatus,INT,
2768,AllocRequestStatus,INT,
2769,AllocAvgPxIndicator,INT,
2770,AllocAvgPxGroupID,STRING,
2771,PreviousAllocGroupID,STRING,
2772,NoMatchExceptions,NUMINGROUP,
2773,MatchExceptionType,INT,
2774,MatchExceptionElementType,INT,
2775,MatchExceptionElementName,STRING,
2776,MatchExceptionAllocValue,STRING,
2777,MatchExceptionConfirmValue,STRING,
2778,MatchExceptionToleranceValue,FLOAT,
2779,MatchExceptionToleranceValueType,INT,
2780,MatchExceptionText,STRING,
2781,NoMatchingDataPoints,NUMINGROUP,
2782,MatchingDataPointIndicator,INT,
2783,MatchingDataPointValue,STRING,
2784,MatchingDataPointType,INT,
2785,MatchingDataPointName,STRING,
2786,TradeAggregationRequestID,STRING,
2787,TradeAggregationRequestRefID,STRING,
2788,TradeAggregationTransType,INT,
2789,AggregatedQty,QTY,
2790,TradeAggregationRequestStatus,INT,
2791,TradeAggregationRejectReason,INT,
2792,TradeAggregationReportID,STRING,
2793,AvgSpotRate,PRICE,
2794,AvgForwardPoints,PRICEOFFSET,
2795,OffshoreIndicator,INT,
2796,FXBenchmarkRateFix,STRING,
2797,EncodedMatchExceptionTextLen,LENGTH,
2798,EncodedMatchExceptionText,DATA,
2799,PayReportID,STRING,
2800,PayDisputeReason,INT,
2801,EncodedReplaceText,DATA,
2802,EncodedReplaceTextLen,LENGTH,
2803,PayReportRefID,STRING,
2804,PayReportTransType,INT,
2805,ReplaceText,STRING,
2806,PayReportStatus,INT,
2807,CancelText,STRING,
2808,EncodedCancelText,DATA,
2809,EncodedCancelTextLen,LENGTH,
2810,PayRequestRefID,STRING,
2811,PayRequestTransType,INT,
2812,PayRequestID,STRING,
2813,PayRequestStatus,INT,
2814,EncodedPostTradePaymentDesc,DATA,
2815,EncodedPostTradePaymentDescLen,LENGTH,
2816,PostTradePaymentAccount,STRING,
2817,PostTradePaymentAmount,AMT,
2818,PostTradePaymentCurrency,CURRENCY,
2819,PostTradePaymentDebitOrCredit,INT,
2820,PostTradePaymentDesc,STRING,
2821,PostTradePaymentID,STRING,
2822,PostTradePaymentLinkID,STRING,
2823,PostTradePaymentStatus,INT,
2824,PostTradePaymentType,STRING,
2825,PostTradePaymentCalculationDate,LOCALMKTDATE,
2826,PostTradePaymentValueDate,LOCALMKTDATE,
2827,PostTradePaymentFinalValueDate,LOCALMKTDATE,
2828,CurrentDisplayPrice,PRICE,
2829,DuplicateClOrdIDIndicator,BOOLEAN,
2830,EventInitiatorType,CHAR,
2831,NBBOEntryType,INT,
2832,NBBOPrice,PRICE,
2833,NBBOQty,QTY,
2834,NBBOSource,INT,
2835,OrderOriginationFirmID,STRING,
2836,RelatedOrderTime,UTCTIMESTAMP,
2837,SingleQuoteIndicator,BOOLEAN,
2838,CurrentWorkingPrice,PRICE,
2839,TrdRegTimestampManualIndicator,BOOLEAN,
2840,CollateralReinvestmentRate,PERCENTAGE,
2841,UnderlyingRefID,STRING,
2842,CollateralReinvestmentAmount,AMT,
2843,CollateralReinvestmentCurrency,CURRENCY,
2844,CollateralReinvestmentType,INT,
2845,NoCollateralReinvestments,NUMINGROUP,
2846,FundingSource,INT,
2847,FundingSourceCurrency,CURRENCY,
2848,FundingSourceMarketValue,AMT,
2849,NoFundingSources,NUMINGROUP,
2851,MarginDirection,INT,
2862,SideCollateralReinvestmentRate,PERCENTAGE,
2863,SideUnderlyingRefID,STRING,
2864,NoSideCollateralReinvestments,NUMINGROUP,
2865,SideCollateralReinvestmentAmount,AMT,
2866,SideCollateralReinvestmentCurrency,CURRENCY,
2867,SideCollateralReinvestmentType,INT,
2868,CollateralizationValueDate,LOCALMKTDATE,
2869,RegulatoryReportTypeBusinessDate,LOCALMKTDATE,
2870,ClearingPortfolioID,STRING,
2871,NoTransactionAttributes,NUMINGROUP,
2872,TransactionAttributeType,INT,
2873,TransactionAttributeValue,STRING,
2874,UnderlyingID,STRING,
2876,PosAmtPrice,PRICE,
2877,PosAmtPriceType,INT,
2878,TerminationDate,LOCALMKTDATE,
2879,CouponOtherDayCount,STRING,
2880,LegCouponOtherDayCount,STRING,
2881,UnderlyingCouponOtherDayCount,STRING,
2882,ContraOrderOrigination,INT,
2883,RoutingArrangmentIndicator,INT,
2884,ContraRoutingArrangmentIndicator,INT,
2885,UnderlyingAccruedInterestAmt,AMT,
2886,UnderlyingNumDaysInterest,INT,
2887,RelatedOrderID,STRING,
2888,RelatedOrderIDSource,INT,
2889,RelatedOrderQty,QTY,
2890,OrderRelationship,INT,
2891,UPICode,STRING,
2892,DerivativeUPICode,STRING,
2893,LegUPICode,STRING,
2894,UnderlyingUPICode,STRING,
2895,InstrumentScopeUPICode,STRING,
2896,TertiaryTrdType,INT,
2897,CurrencyCodeSource,STRING,
2898,LegCurrencyCodeSource,STRING,
2899,SettlCurrencyCodeSource,STRING,
2900,LegSettlCurrencyCodeSource,STRING,
2901,SideCurrencyCodeSource,STRING,
2902,SideSettlCurrencyCodeSource,STRING,
2903,SettlementAmountCurrencyCodeSource,STRING,
2904,StrikeCurrencyCodeSource,STRING,
2905,UnitOfMeasureCurrencyCodeSource,STRING,
2906,PriceUnitOfMeasureCurrencyCodeSource,STRING,
2907,PriceQuoteCurrencyCodeSource,STRING,
2908,LegStrikeCurrencyCodeSource,STRING,
2909,LegUnitOfMeasureCurrencyCodeSource,STRING,
2910,LegPriceUnitOfMeasureCurrencyCodeSource,STRING,
2911,LegPriceQuoteCurrencyCodeSource,STRING,
2912,DerivativeStrikeCurrencyCodeSource,STRING,
2913,DerivativeUnitOfMeasureCurrencyCodeSource,STRING,
2914,DerivativePriceUnitOfMeasureCurrencyCodeSource,STRING,
2915,DerivativePriceQuoteCurrencyCodeSource,STRING,
2916,UnderlyingCurrencyCodeSource,STRING,
2917,UnderlyingStrikeCurrencyCodeSource,STRING,
2918,UnderlyingUnitOfMeasureCurrencyCodeSource,STRING,
2919,UnderlyingPriceUnitOfMeasureCurrencyCodeSource,STRING,
2920,UnderlyingPriceQuoteCurrencyCodeSource,STRING,
2921,UnderlyingNotionalCurrencyCodeSource,STRING,
2922,CommCurrencyCodeSource,STRING,
2923,CommissionCurrencyCodeSource,STRING,
2924,CommissionUnitOfMeasureCurrencyCodeSource,STRING,
2925,AllocCommissionCurrencyCodeSource,STRING,
2926,AllocCommissionUnitOfMeasureCurrencyCodeSource,STRING,
2927,AllocSettlCurrencyCodeSource,STRING,
2928,LegAllocSettlCurrencyCodeSource,STRING,
2929,CollateralCurrencyCodeSource,STRING,
2930,SideCollateralCurrencyCodeSource,STRING,
2931,CollateralReinvestmentCurrencyCodeSource,STRING,
2932,SideCollateralReinvestmentCurrencyCodeSource,STRING,
2933,TradeAllocCurrencyCodeSource,STRING,
2934,TradingCurrencyCodeSource,STRING,
2935,LimitAmtCurrencyCodeSource,STRING,
2936,PosQtyUnitOfMeasureCurrencyCodeSource,STRING,
2937,PositionCurrencyCodeSource,STRING,
2938,LegPosCurrencyCodeSource,STRING,
2939,RiskLimitCurrencyCodeSource,STRING,
2940,EntitlementAttribCurrencyCodeSource,STRING,
2941,ComplexOptPayoutCurrencyCodeSource,STRING,
2942,ComplexEventCurrencyOneCodeSource,STRING,
2943,ComplexEventCurrencyTwoCodeSource,STRING,
2944,LegComplexOptPayoutCurrencyCodeSource,STRING,
2945,LegComplexEventCurrencyOneCodeSource,STRING,
2946,LegComplexEventCurrencyTwoCodeSource,STRING,
2947,UnderlyingComplexOptPayoutCurrencyCodeSource,STRING,
2948,UnderlyingComplexEventCurrencyOneCodeSource,STRING,
2949,UnderlyingComplexEventCurrencyTwoCodeSource,STRING,
2950,BenchmarkCurveCurrencyCodeSource,STRING,
2951,LegBenchmarkCurveCurrencyCodeSource,STRING,
2952,AgreementCurrencyCodeSource,STRING,
2953,LegAgreementCurrencyCodeSource,STRING,
2954,FundingSourceCurrencyCodeSource,STRING,
2955,PayCollectCurrencyCodeSource,STRING,
2956,PostTradePaymentCurrencyCodeSource,STRING,
2957,SymbolPositionNumber,INT,
2958,LegSymbolPositionNumber,INT,
2959,UnderlyingSymbolPositionNumber,INT,
2960,SettlPriceUnitOfMeasureCurrencyCodeSource,STRING,
2961,AnonymousTradeIndicator,BOOLEAN,
2962,SecurityReferenceDataSupplement,STRING,
2963,MultiJurisdictionReportingIndicator,INT,
2964,SelfMatchPreventionInstruction,INT,
20460,InstrumentCustom,STRING,
40000,NoAdditionalTermBondRefs,NUMINGROUP,
40001,AdditionalTermBondSecurityID,STRING,
40002,AdditionalTermBondSecurityIDSource,STRING,
40003,AdditionalTermBondDesc,STRING,
40004,EncodedAdditionalTermBondDescLen,LENGTH,
40005,EncodedAdditionalTermBondDesc,DATA,
40006,AdditionalTermBondCurrency,CURRENCY,
40007,AdditionalTermBondIssuer,STRING,
40008,EncodedAdditionalTermBondIssuerLen,LENGTH,
40009,EncodedAdditionalTermBondIssuer,DATA,
40010,AdditionalTermBondSeniority,STRING,
40011,AdditionalTermBondCouponType,INT,
40012,AdditionalTermBondCouponRate,PERCENTAGE,
40013,AdditionalTermBondMaturityDate,LOCALMKTDATE,
40014,AdditionalTermBondParValue,AMT,
40015,AdditionalTermBondCurrentTotalIssuedAmount,AMT,
40016,AdditionalTermBondCouponFrequencyPeriod,INT,
40017,AdditionalTermBondCouponFrequencyUnit,STRING,
40018,AdditionalTermBondDayCount,INT,
40019,NoAdditionalTerms,NUMINGROUP,
40020,AdditionalTermConditionPrecedentBondIndicator,BOOLEAN,
40021,AdditionalTermDiscrepancyClauseIndicator,BOOLEAN,
40022,NoCashSettlTerms,NUMINGROUP,
40023,CashSettlCurrency,CURRENCY,
40024,CashSettlValuationFirstBusinessDayOffset,INT,
40025,CashSettlValuationTime,LOCALMKTTIME,
40026,CashSettlBusinessCenter,STRING,
40027,CashSettlQuoteMethod,INT,
40028,CashSettlQuoteAmount,AMT,
40029,CashSettlQuoteCurrency,CURRENCY,
40030,CashSettlMinimumQuoteAmount,AMT,
40031,CashSettlMinimumQuoteCurrency,CURRENCY,
40032,CashSettlDealer,STRING,
40033,CashSettlBusinessDays,INT,
40034,CashSettlAmount,AMT,
40035,CashSettlRecoveryFactor,FLOAT,
40036,CashSettlFixedTermIndicator,BOOLEAN,
40037,CashSettlAccruedInterestIndicator,BOOLEAN,
40038,CashSettlValuationMethod,INT,
40039,CashSettlTermXID,XID,
40040,NoContractualDefinitions,NUMINGROUP,
40041,ContractualDefinition,STRING,
40042,NoContractualMatrices,NUMINGROUP,
40043,ContractualMatrixSource,STRING,
40044,ContractualMatrixDate,LOCALMKTDATE,
40045,ContractualMatrixTerm,STRING,
40046,NoFinancingTermSupplements,NUMINGROUP,
40047,FinancingTermSupplementDesc,STRING,
40048,FinancingTermSupplementDate,LOCALMKTDATE,
40049,NoStreams,NUMINGROUP,
40050,StreamType,INT,
40051,StreamDesc,STRING,
40052,StreamPaySide,INT,
40053,StreamReceiveSide,INT,
40054,StreamNotional,AMT,
40055,StreamCurrency,CURRENCY,
40056,StreamText,STRING,
40057,UnderlyingStreamEffectiveDateUnadjusted,LOCALMKTDATE,
40058,UnderlyingStreamEffectiveDateBusinessDayConvention,INT,
40059,UnderlyingStreamEffectiveDateBusinessCenter,STRING,
40060,UnderlyingStreamEffectiveDateRelativeTo,INT,
40061,UnderlyingStreamEffectiveDateOffsetPeriod,INT,
40062,UnderlyingStreamEffectiveDateOffsetUnit,STRING,
40063,UnderlyingStreamEffectiveDateOffsetDayType,INT,
40064,UnderlyingStreamEffectiveDateAdjusted,LOCALMKTDATE,
40065,StreamTerminationDateUnadjusted,LOCALMKTDATE,
40066,StreamTerminationDateBusinessDayConvention,INT,
40067,StreamTerminationDateBusinessCenter,STRING,
40068,StreamTerminationDateRelativeTo,INT,
40069,StreamTerminationDateOffsetPeriod,INT,
40070,StreamTerminationDateOffsetUnit,STRING,
40071,StreamTerminationDateOffsetDayType,INT,
40072,StreamTerminationDateAdjusted,LOCALMKTDATE,
40073,StreamCalculationPeriodBusinessDayConvention,INT,
40074,StreamCalculationPeriodBusinessCenter,STRING,
40075,StreamFirstPeriodStartDateUnadjusted,LOCALMKTDATE,
40076,StreamFirstPeriodStartDateBusinessDayConvention,INT,
40077,StreamFirstPeriodStartDateBusinessCenter,STRING,
40078,StreamFirstPeriodStartDateAdjusted,LOCALMKTDATE,
40079,StreamFirstRegularPeriodStartDateUnadjusted,LOCALMKTDATE,
40080,StreamFirstCompoundingPeriodEndDateUnadjusted,LOCALMKTDATE,
40081,StreamLastRegularPeriodEndDateUnadjusted,LOCALMKTDATE,
40082,StreamCalculationFrequencyPeriod,INT,
40083,StreamCalculationFrequencyUnit,STRING,
40084,StreamCalculationRollConvention,STRING,
40085,NoSettlRateFallbacks,NUMINGROUP,
40086,SettlRatePostponementMaximumDays,INT,
40087,LegPaymentStreamNonDeliverableSettlRateSource,INT,
40088,SettlRatePostponementSurvey,BOOLEAN,
40089,SettlRatePostponementCalculationAgent,INT,
40090,NoProvisions,NUMINGROUP,
40091,ProvisionType,INT,
40092,ProvisionDateUnadjusted,LOCALMKTDATE,
40093,ProvisionDateBusinessDayConvention,INT,
40094,ProvisionDateBusinessCenter,STRING,
40095,ProvisionDateAdjusted,LOCALMKTDATE,
40096,ProvisionDateTenorPeriod,INT,
40097,ProvisionDateTenorUnit,STRING,
40098,ProvisionCalculationAgent,INT,
40099,ProvisionOptionSinglePartyBuyerSide,INT,
40100,ProvisionOptionSinglePartySellerSide,INT,
40101,ProvisionOptionExerciseStyle,INT,
40102,ProvisionOptionExerciseMultipleNotional,AMT,
40103,ProvisionOptionExerciseMinimumNotional,AMT,
40104,ProvisionOptionExerciseMaximumNotional,AMT,
40105,ProvisionOptionMinimumNumber,INT,
40106,ProvisionOptionMaximumNumber,INT,
40107,ProvisionOptionExerciseConfirmation,BOOLEAN,
40108,ProvisionCashSettlMethod,INT,
40109,ProvisionCashSettlCurrency,CURRENCY,
40110,ProvisionCashSettlCurrency2,CURRENCY,
40111,ProvisionCashSettlQuoteType,INT,
40112,ProvisionCashSettlQuoteSource,INT,
40113,ProvisionText,STRING,
40114,ProvisionCashSettlValueTime,LOCALMKTTIME,
40115,ProvisionCashSettlValueTimeBusinessCenter,STRING,
40116,ProvisionCashSettlValueDateBusinessDayConvention,INT,
40117,ProvisionCashSettlValueDateBusinessCenter,STRING,
40118,ProvisionCashSettlValueDateRelativeTo,INT,
40119,ProvisionCashSettlValueDateOffsetPeriod,INT,
40120,ProvisionCashSettlValueDateOffsetUnit,STRING,
40121,ProvisionCashSettlValueDateOffsetDayType,INT,
40122,ProvisionCashSettlValueDateAdjusted,LOCALMKTDATE,
40123,ProvisionOptionExerciseBusinessDayConvention,INT,
40124,ProvisionOptionExerciseBusinessCenter,STRING,
40125,ProvisionOptionExerciseEarliestDateOffsetPeriod,INT,
40126,ProvisionOptionExerciseEarliestDateOffsetUnit,STRING,
40127,ProvisionOptionExerciseFrequencyPeriod,INT,
40128,ProvisionOptionExerciseFrequencyUnit,STRING,
40129,ProvisionOptionExerciseStartDateUnadjusted,LOCALMKTDATE,
40130,ProvisionOptionExerciseStartDateRelativeTo,INT,
40131,ProvisionOptionExerciseStartDateOffsetPeriod,INT,
40132,ProvisionOptionExerciseStartDateOffsetUnit,STRING,
40133,ProvisionOptionExerciseStartDateOffsetDayType,INT,
40134,ProvisionOptionExerciseStartDateAdjusted,LOCALMKTDATE,
40135,ProvisionOptionExercisePeriodSkip,INT,
40136,ProvisionOptionExerciseBoundsFirstDateUnadjusted,LOCALMKTDATE,
40137,ProvisionOptionExerciseBoundsLastDateUnadjusted,LOCALMKTDATE,
40138,ProvisionOptionExerciseEarliestTime,LOCALMKTTIME,
40139,ProvisionOptionExerciseEarliestTimeBusinessCenter,STRING,
40140,ProvisionOptionExerciseLatestTime,LOCALMKTTIME,
40141,ProvisionOptionExerciseLatestTimeBusinessCenter,STRING,
40142,NoProvisionOptionExerciseFixedDates,NUMINGROUP,
40143,ProvisionOptionExerciseFixedDate,LOCALMKTDATE,
40144,ProvisionOptionExerciseFixedDateType,INT,
40145,ProvisionOptionExpirationDateUnadjusted,LOCALMKTDATE,
40146,ProvisionOptionExpirationDateBusinessDayConvention,INT,
40147,ProvisionOptionExpirationDateBusinessCenter,STRING,
40148,ProvisionOptionExpirationDateRelativeTo,INT,
40149,ProvisionOptionExpirationDateOffsetPeriod,INT,
40150,ProvisionOptionExpirationDateOffsetUnit,STRING,
40151,ProvisionOptionExpirationDateOffsetDayType,INT,
40152,ProvisionOptionExpirationDateAdjusted,LOCALMKTDATE,
40153,ProvisionOptionExpirationTime,LOCALMKTTIME,
40154,ProvisionOptionExpirationTimeBusinessCenter,STRING,
40155,ProvisionOptionRelevantUnderlyingDateUnadjusted,LOCALMKTDATE,
40156,ProvisionOptionRelevantUnderlyingDateBusinessDayConvention,INT,
40157,ProvisionOptionRelevantUnderlyingDateBusinessCenter,STRING,
40158,ProvisionOptionRelevantUnderlyingDateRelativeTo,INT,
40159,ProvisionOptionRelevantUnderlyingDateOffsetPeriod,INT,
40160,ProvisionOptionRelevantUnderlyingDateOffsetUnit,STRING,
40161,ProvisionOptionRelevantUnderlyingDateOffsetDayType,INT,
40162,ProvisionOptionRelevantUnderlyingDateAdjusted,LOCALMKTDATE,
40163,ProvisionCashSettlPaymentDateBusinessDayConvention,INT,
40164,ProvisionCashSettlPaymentDateBusinessCenter,STRING,
40165,ProvisionCashSettlPaymentDateRelativeTo,INT,
40166,ProvisionCashSettlPaymentDateOffsetPeriod,INT,
40167,ProvisionCashSettlPaymentDateOffsetUnit,STRING,
40168,ProvisionCashSettlPaymentDateOffsetDayType,INT,
40169,ProvisionCashSettlPaymentDateRangeFirst,LOCALMKTDATE,
40170,ProvisionCashSettlPaymentDateRangeLast,LOCALMKTDATE,
40171,NoProvisionCashSettlPaymentDates,NUMINGROUP,
40172,ProvisionCashSettlPaymentDate,LOCALMKTDATE,
40173,ProvisionCashSettlPaymentDateType,INT,
40174,NoProvisionPartyIDs,NUMINGROUP,
40175,ProvisionPartyID,STRING,
40176,ProvisionPartyIDSource,CHAR,
40177,ProvisionPartyRole,INT,
40178,NoProvisionPartySubIDs,NUMINGROUP,
40179,ProvisionPartySubID,STRING,
40180,ProvisionPartySubIDType,INT,
40181,NoProtectionTerms,NUMINGROUP,
40182,ProtectionTermNotional,AMT,
40183,ProtectionTermCurrency,CURRENCY,
40184,ProtectionTermSellerNotifies,BOOLEAN,
40185,ProtectionTermBuyerNotifies,BOOLEAN,
40186,ProtectionTermEventBusinessCenter,STRING,
40187,ProtectionTermStandardSources,BOOLEAN,
40188,ProtectionTermEventMinimumSources,INT,
40189,ProtectionTermEventNewsSource,STRING,
40190,ProtectionTermXID,XID,
40191,NoProtectionTermEvents,NUMINGROUP,
40192,ProtectionTermEventType,STRING,
40193,ProtectionTermEventValue,STRING,
40194,ProtectionTermEventCurrency,CURRENCY,
40195,ProtectionTermEventPeriod,INT,
40196,ProtectionTermEventUnit,STRING,
40197,ProtectionTermEventDayType,INT,
40198,ProtectionTermEventRateSource,STRING,
40199,NoProtectionTermEventQualifiers,NUMINGROUP,
40200,ProtectionTermEventQualifier,CHAR,
40201,NoProtectionTermObligations,NUMINGROUP,
40202,ProtectionTermObligationType,STRING,
40203,ProtectionTermObligationValue,STRING,
40204,NoPhysicalSettlTerms,NUMINGROUP,
40205,PhysicalSettlCurrency,CURRENCY,
40206,PhysicalSettlBusinessDays,INT,
40207,PhysicalSettlMaximumBusinessDays,INT,
40208,PhysicalSettlTermXID,XID,
40209,NoPhysicalSettlDeliverableObligations,NUMINGROUP,
40210,PhysicalSettlDeliverableObligationType,STRING,
40211,PhysicalSettlDeliverableObligationValue,STRING,
40212,NoPayments,NUMINGROUP,
40213,PaymentType,INT,
40214,PaymentPaySide,INT,
40215,PaymentReceiveSide,INT,
40216,PaymentCurrency,CURRENCY,
40217,PaymentAmount,AMT,
40218,PaymentPrice,PRICE,
40219,PaymentDateUnadjusted,LOCALMKTDATE,
40220,PaymentBusinessDayConvention,INT,
40221,PaymentBusinessCenter,STRING,
40222,PaymentDateAdjusted,LOCALMKTDATE,
40223,LegMarketDisruptionValue,STRING,
40224,PaymentDiscountFactor,FLOAT,
40225,PaymentPresentValueAmount,AMT,
40226,PaymentPresentValueCurrency,CURRENCY,
40227,PaymentSettlStyle,INT,
40228,LegPaymentStreamNonDeliverableSettlReferencePage,STRING,
40229,PaymentText,STRING,
40230,NoPaymentSettls,NUMINGROUP,
40231,PaymentSettlAmount,AMT,
40232,PaymentSettlCurrency,CURRENCY,
40233,NoPaymentSettlPartyIDs,NUMINGROUP,
40234,PaymentSettlPartyID,STRING,
40235,PaymentSettlPartyIDSource,CHAR,
40236,PaymentSettlPartyRole,INT,
40237,PaymentSettlPartyRoleQualifier,INT,
40238,NoPaymentSettlPartySubIDs,NUMINGROUP,
40239,PaymentSettlPartySubID,STRING,
40240,PaymentSettlPartySubIDType,INT,
40241,NoLegStreams,NUMINGROUP,
40242,LegStreamType,INT,
40243,LegStreamDesc,STRING,
40244,LegStreamPaySide,INT,
40245,LegStreamReceiveSide,INT,
40246,LegStreamNotional,AMT,
40247,LegStreamCurrency,CURRENCY,
40248,LegStreamText,STRING,
40249,LegStreamEffectiveDateUnadjusted,LOCALMKTDATE,
40250,LegStreamEffectiveDateBusinessDayConvention,INT,
40251,LegStreamEffectiveDateBusinessCenter,STRING,
40252,LegStreamEffectiveDateRelativeTo,INT,
