number,name,type,description
40440,LegPaymentStubIndex2CurvePeriod,INT,
40441,LegPaymentStubIndex2CurveUnit,STRING,
40442,LegPaymentStubIndex2RateMultiplier,FLOAT,
40443,LegPaymentStubIndex2RateSpread,PRICEOFFSET,
40444,LegPaymentStubIndex2RateSpreadPositionType,INT,
40445,LegPaymentStubIndex2RateTreatment,INT,
40446,LegPaymentStubIndex2CapRate,PERCENTAGE,
40447,LegPaymentStubIndex2FloorRate,PERCENTAGE,
40448,NoLegProvisions,NUMINGROUP,
40449,LegProvisionType,INT,
40450,LegProvisionDateUnadjusted,LOCALMKTDATE,
40451,LegProvisionDateBusinessDayConvention,INT,
40452,LegProvisionDateBusinessCenter,STRING,
40453,LegProvisionDateAdjusted,LOCALMKTDATE,
40454,LegProvisionDateTenorPeriod,INT,
40455,LegProvisionDateTenorUnit,STRING,
40456,LegProvisionCalculationAgent,INT,
40457,LegProvisionOptionSinglePartyBuyerSide,INT,
40458,LegProvisionOptionSinglePartySellerSide,INT,
40459,LegProvisionOptionExerciseStyle,INT,
40460,LegProvisionOptionExerciseMultipleNotional,AMT,
40461,LegProvisionOptionExerciseMinimumNotional,AMT,
40462,LegProvisionOptionExerciseMaximumNotional,AMT,
40463,LegProvisionOptionMinimumNumber,INT,
40464,LegProvisionOptionMaximumNumber,INT,
40465,LegProvisionOptionExerciseConfirmation,BOOLEAN,
40466,LegProvisionCashSettlMethod,INT,
40467,LegProvisionCashSettlCurrency,CURRENCY,
40468,LegProvisionCashSettlCurrency2,CURRENCY,
40469,LegProvisionCashSettlQuoteType,INT,
40470,LegProvisionCashSettlQuoteSource,INT,
40471,BusinessCenter,STRING,
40472,LegProvisionText,STRING,
40473,NoLegProvisionCashSettlPaymentDates,NUMINGROUP,
40474,LegProvisionCashSettlPaymentDate,LOCALMKTDATE,
40475,LegProvisionCashSettlPaymentDateType,INT,
40476,LegProvisionOptionExerciseBusinessDayConvention,INT,
40477,LegProvisionOptionExerciseBusinessCenter,STRING,
40478,LegProvisionOptionExerciseEarliestDateOffsetPeriod,INT,
40479,LegProvisionOptionExerciseEarliestDateOffsetUnit,STRING,
40480,LegProvisionOptionExerciseFrequencyPeriod,INT,
40481,LegProvisionOptionExerciseFrequencyUnit,STRING,
40482,LegProvisionOptionExerciseStartDateUnadjusted,LOCALMKTDATE,
40483,LegProvisionOptionExerciseStartDateRelativeTo,INT,
40484,LegProvisionOptionExerciseStartDateOffsetPeriod,INT,
40485,LegProvisionOptionExerciseStartDateOffsetUnit,STRING,
40486,LegProvisionOptionExerciseStartDateOffsetDayType,INT,
40487,LegProvisionOptionExerciseStartDateAdjusted,LOCALMKTDATE,
40488,LegProvisionOptionExercisePeriodSkip,INT,
40489,LegProvisionOptionExerciseBoundsFirstDateUnadjusted,LOCALMKTDATE,
40490,LegProvisionOptionExerciseBoundsLastDateUnadjusted,LOCALMKTDATE,
40491,LegProvisionOptionExerciseEarliestTime,LOCALMKTTIME,
40492,LegProvisionOptionExerciseEarliestTimeBusinessCenter,STRING,
40493,LegProvisionOptionExerciseLatestTime,LOCALMKTTIME,
40494,LegProvisionOptionExerciseLatestTimeBusinessCenter,STRING,
40495,NoLegProvisionOptionExerciseFixedDates,NUMINGROUP,
40496,LegProvisionOptionExerciseFixedDate,LOCALMKTDATE,
40497,LegProvisionOptionExerciseFixedDateType,INT,
40498,LegProvisionOptionExpirationDateUnadjusted,LOCALMKTDATE,
40499,LegProvisionOptionExpirationDateBusinessDayConvention,INT,
40500,LegProvisionOptionExpirationDateBusinessCenter,STRING,
40501,LegProvisionOptionExpirationDateRelativeTo,INT,
40502,LegProvisionOptionExpirationDateOffsetPeriod,INT,
40503,LegProvisionOptionExpirationDateOffsetUnit,STRING,
40504,LegProvisionOptionExpirationDateOffsetDayType,INT,
40505,LegProvisionOptionExpirationDateAdjusted,LOCALMKTDATE,
40506,LegProvisionOptionExpirationTime,LOCALMKTTIME,
40507,LegProvisionOptionExpirationTimeBusinessCenter,STRING,
40508,LegProvisionOptionRelevantUnderlyingDateUnadjusted,LOCALMKTDATE,
40509,LegProvisionOptionRelevantUnderlyingDateBusinessDayConvention,INT,
40510,LegProvisionOptionRelevantUnderlyingDateBusinessCenter,STRING,
40511,LegProvisionOptionRelevantUnderlyingDateRelativeTo,INT,
40512,LegProvisionOptionRelevantUnderlyingDateOffsetPeriod,INT,
40513,LegProvisionOptionRelevantUnderlyingDateOffsetUnit,STRING,
40514,LegProvisionOptionRelevantUnderlyingDateOffsetDayType,INT,
40515,LegProvisionOptionRelevantUnderlyingDateAdjusted,LOCALMKTDATE,
40516,LegProvisionCashSettlPaymentDateBusinessDayConvention,INT,
40517,LegProvisionCashSettlPaymentDateBusinessCenter,STRING,
40518,LegProvisionCashSettlPaymentDateRelativeTo,INT,
40519,LegProvisionCashSettlPaymentDateOffsetPeriod,INT,
40520,LegProvisionCashSettlPaymentDateOffsetUnit,STRING,
40521,LegProvisionCashSettlPaymentDateOffsetDayType,INT,
40522,LegProvisionCashSettlPaymentDateRangeFirst,LOCALMKTDATE,
40523,LegProvisionCashSettlPaymentDateRangeLast,LOCALMKTDATE,
40524,LegProvisionCashSettlValueTime,LOCALMKTTIME,
40525,LegProvisionCashSettlValueTimeBusinessCenter,STRING,
40526,LegProvisionCashSettlValueDateBusinessDayConvention,INT,
40527,LegProvisionCashSettlValueDateBusinessCenter,STRING,
40528,LegProvisionCashSettlValueDateRelativeTo,INT,
40529,LegProvisionCashSettlValueDateOffsetPeriod,INT,
40530,LegProvisionCashSettlValueDateOffsetUnit,STRING,
40531,LegProvisionCashSettlValueDateOffsetDayType,INT,
40532,LegProvisionCashSettlValueDateAdjusted,LOCALMKTDATE,
40533,NoLegProvisionPartyIDs,NUMINGROUP,
40534,LegProvisionPartyID,STRING,
40535,LegProvisionPartyIDSource,CHAR,
40536,LegProvisionPartyRole,INT,
40537,NoLegProvisionPartySubIDs,NUMINGROUP,
40538,LegProvisionPartySubID,STRING,
40539,LegProvisionPartySubIDType,INT,
40540,NoUnderlyingStreams,NUMINGROUP,
40541,UnderlyingStreamType,INT,
40542,UnderlyingStreamDesc,STRING,
40543,UnderlyingStreamPaySide,INT,
40544,UnderlyingStreamReceiveSide,INT,
40545,UnderlyingStreamNotional,AMT,
40546,UnderlyingStreamCurrency,CURRENCY,
40547,UnderlyingStreamText,STRING,
40548,UnderlyingStreamTerminationDateUnadjusted,LOCALMKTDATE,
40549,UnderlyingStreamTerminationDateBusinessDayConvention,INT,
40550,UnderlyingStreamTerminationDateBusinessCenter,STRING,
40551,UnderlyingStreamTerminationDateRelativeTo,INT,
40552,UnderlyingStreamTerminationDateOffsetPeriod,INT,
40553,UnderlyingStreamTerminationDateOffsetUnit,STRING,
40554,UnderlyingStreamTerminationDateOffsetDayType,INT,
40555,UnderlyingStreamTerminationDateAdjusted,LOCALMKTDATE,
40556,UnderlyingStreamCalculationPeriodBusinessDayConvention,INT,
40557,UnderlyingStreamCalculationPeriodBusinessCenter,STRING,
40558,UnderlyingStreamFirstPeriodStartDateUnadjusted,LOCALMKTDATE,
40559,UnderlyingStreamFirstPeriodStartDateBusinessDayConvention,INT,
40560,UnderlyingStreamFirstPeriodStartDateBusinessCenter,STRING,
40561,UnderlyingStreamFirstPeriodStartDateAdjusted,LOCALMKTDATE,
40562,UnderlyingStreamFirstRegularPeriodStartDateUnadjusted,LOCALMKTDATE,
40563,UnderlyingStreamFirstCompoundingPeriodEndDateUnadjusted,LOCALMKTDATE,
40564,UnderlyingStreamLastRegularPeriodEndDateUnadjusted,LOCALMKTDATE,
40565,UnderlyingStreamCalculationFrequencyPeriod,INT,
40566,UnderlyingStreamCalculationFrequencyUnit,STRING,
40567,UnderlyingStreamCalculationRollConvention,STRING,
40568,UnderlyingPaymentStreamType,INT,
40569,UnderlyingPaymentStreamMarketRate,INT,
40570,UnderlyingPaymentStreamDelayIndicator,BOOLEAN,
40571,UnderlyingPaymentStreamSettlCurrency,CURRENCY,
40572,UnderlyingPaymentStreamDayCount,INT,
40573,UnderlyingPaymentStreamAccrualDays,INT,
40574,UnderlyingPaymentStreamDiscountType,INT,
40575,UnderlyingPaymentStreamDiscountRate,PERCENTAGE,
40576,UnderlyingPaymentStreamDiscountRateDayCount,INT,
40577,UnderlyingPaymentStreamCompoundingMethod,INT,
40578,UnderlyingPaymentStreamInitialPrincipalExchangeIndicator,BOOLEAN,
40579,UnderlyingPaymentStreamInterimPrincipalExchangeIndicator,BOOLEAN,
40580,UnderlyingPaymentStreamFinalPrincipalExchangeIndicator,BOOLEAN,
40581,UnderlyingPaymentStreamPaymentDateBusinessDayConvention,INT,
40582,UnderlyingPaymentStreamPaymentDateBusinessCenter,STRING,
40583,UnderlyingPaymentStreamPaymentFrequencyPeriod,INT,
40584,UnderlyingPaymentStreamPaymentFrequencyUnit,STRING,
40585,UnderlyingPaymentStreamPaymentRollConvention,STRING,
40586,UnderlyingPaymentStreamFirstPaymentDateUnadjusted,LOCALMKTDATE,
40587,UnderlyingPaymentStreamLastRegularPaymentDateUnadjusted,LOCALMKTDATE,
40588,UnderlyingPaymentStreamPaymentDateRelativeTo,INT,
40589,UnderlyingPaymentStreamPaymentDateOffsetPeriod,INT,
40590,UnderlyingPaymentStreamPaymentDateOffsetUnit,STRING,
40591,UnderlyingPaymentStreamPaymentDateOffsetDayType,INT,
40592,UnderlyingPaymentStreamResetDateRelativeTo,INT,
40593,UnderlyingPaymentStreamResetDateBusinessDayConvention,INT,
40594,UnderlyingPaymentStreamResetDateBusinessCenter,STRING,
40595,UnderlyingPaymentStreamResetFrequencyPeriod,INT,
40596,UnderlyingPaymentStreamResetFrequencyUnit,STRING,
40597,UnderlyingPaymentStreamResetWeeklyRollConvention,STRING,
40598,UnderlyingPaymentStreamInitialFixingDateRelativeTo,INT,
40599,UnderlyingPaymentStreamInitialFixingDateBusinessDayConvention,INT,
40600,UnderlyingPaymentStreamInitialFixingDateBusinessCenter,STRING,
40601,UnderlyingPaymentStreamInitialFixingDateOffsetPeriod,INT,
40602,UnderlyingPaymentStreamInitialFixingDateOffsetUnit,STRING,
40603,UnderlyingPaymentStreamInitialFixingDateOffsetDayType,INT,
40604,UnderlyingPaymentStreamInitialFixingDateAdjusted,LOCALMKTDATE,
40605,UnderlyingPaymentStreamFixingDateRelativeTo,INT,
40606,UnderlyingPaymentStreamFixingDateBusinessDayConvention,INT,
40607,UnderlyingPaymentStreamFixingDateBusinessCenter,STRING,
40608,UnderlyingPaymentStreamFixingDateOffsetPeriod,INT,
40609,UnderlyingPaymentStreamFixingDateOffsetUnit,STRING,
40610,UnderlyingPaymentStreamFixingDateOffsetDayType,INT,
40611,UnderlyingPaymentStreamFixingDateAdjusted,LOCALMKTDATE,
40612,UnderlyingPaymentStreamRateCutoffDateOffsetPeriod,INT,
40613,UnderlyingPaymentStreamRateCutoffDateOffsetUnit,STRING,
40614,UnderlyingPaymentStreamRateCutoffDateOffsetDayType,INT,
40615,UnderlyingPaymentStreamRate,PERCENTAGE,
40616,UnderlyingPaymentStreamFixedAmount,AMT,
40617,UnderlyingPaymentStreamRateOrAmountCurrency,CURRENCY,
40618,UnderlyingPaymentStreamFutureValueNotional,AMT,
40619,UnderlyingPaymentStreamFutureValueDateAdjusted,LOCALMKTDATE,
40620,UnderlyingPaymentStreamRateIndex,STRING,
40621,UnderlyingPaymentStreamRateIndexSource,INT,
40622,UnderlyingPaymentStreamRateIndexCurveUnit,STRING,
40623,UnderlyingPaymentStreamRateIndexCurvePeriod,INT,
40624,UnderlyingPaymentStreamRateMultiplier,FLOAT,
40625,UnderlyingPaymentStreamRateSpread,PRICEOFFSET,
40626,UnderlyingPaymentStreamRateSpreadPositionType,INT,
40627,UnderlyingPaymentStreamRateTreatment,INT,
40628,UnderlyingPaymentStreamCapRate,PERCENTAGE,
40629,UnderlyingPaymentStreamCapRateBuySide,INT,
40630,UnderlyingPaymentStreamCapRateSellSide,INT,
40631,UnderlyingPaymentStreamFloorRate,PERCENTAGE,
40632,UnderlyingPaymentStreamFloorRateBuySide,INT,
40633,UnderlyingPaymentStreamFloorRateSellSide,INT,
40634,UnderlyingPaymentStreamInitialRate,PERCENTAGE,
40635,UnderlyingPaymentStreamFinalRateRoundingDirection,CHAR,
40636,UnderlyingPaymentStreamFinalRatePrecision,INT,
40637,UnderlyingPaymentStreamAveragingMethod,INT,
40638,UnderlyingPaymentStreamNegativeRateTreatment,INT,
40639,UnderlyingPaymentStreamInflationLagPeriod,INT,
40640,UnderlyingPaymentStreamInflationLagUnit,STRING,
40641,UnderlyingPaymentStreamInflationLagDayType,INT,
40642,UnderlyingPaymentStreamInflationInterpolationMethod,INT,
40643,UnderlyingPaymentStreamInflationIndexSource,INT,
40644,UnderlyingPaymentStreamInflationPublicationSource,STRING,
40645,UnderlyingPaymentStreamInflationInitialIndexLevel,FLOAT,
40646,UnderlyingPaymentStreamInflationFallbackBondApplicable,BOOLEAN,
40647,UnderlyingPaymentStreamFRADiscounting,INT,
40648,UnderlyingPaymentStreamNonDeliverableRefCurrency,CURRENCY,
40649,UnderlyingPaymentStreamNonDeliverableFixingDatesBizDayConvention,INT,
40650,UnderlyingPaymentStreamNonDeliverableFixingDatesBusinessCenter,STRING,
40651,UnderlyingPaymentStreamNonDeliverableFixingDatesRelativeTo,INT,
40652,UnderlyingPaymentStreamNonDeliverableFixingDatesOffsetPeriod,INT,
40653,UnderlyingPaymentStreamNonDeliverableFixingDatesOffsetUnit,STRING,
40654,UnderlyingPaymentStreamNonDeliverableFixingDatesOffsetDayType,INT,
40655,SettlRateFallbackReferencePage,STRING,
40656,NoUnderlyingNonDeliverableFixingDates,NUMINGROUP,
40657,UnderlyingNonDeliverableFixingDate,LOCALMKTDATE,
40658,UnderlyingNonDeliverableFixingDateType,INT,
40659,NoUnderlyingSettlRateFallbacks,NUMINGROUP,
40660,UnderlyingSettlRatePostponementMaximumDays,INT,
40661,UnderlyingPaymentStreamNonDeliverableSettlRateSource,INT,
40662,UnderlyingSettlRatePostponementSurvey,BOOLEAN,
40663,UnderlyingSettlRatePostponementCalculationAgent,INT,
40664,NoUnderlyingPaymentSchedules,NUMINGROUP,
40665,UnderlyingPaymentScheduleType,INT,
40666,UnderlyingPaymentScheduleStubType,INT,
40667,UnderlyingPaymentScheduleStartDateUnadjusted,LOCALMKTDATE,
40668,UnderlyingPaymentScheduleEndDateUnadjusted,LOCALMKTDATE,
40669,UnderlyingPaymentSchedulePaySide,INT,
40670,UnderlyingPaymentScheduleReceiveSide,INT,
40671,UnderlyingPaymentScheduleNotional,AMT,
40672,UnderlyingPaymentScheduleCurrency,CURRENCY,
40673,UnderlyingPaymentScheduleRate,PERCENTAGE,
40674,UnderlyingPaymentScheduleRateMultiplier,FLOAT,
40675,UnderlyingPaymentScheduleRateSpread,PRICEOFFSET,
40676,UnderlyingPaymentScheduleRateSpreadPositionType,INT,
40677,UnderlyingPaymentScheduleRateTreatment,INT,
40678,UnderlyingPaymentScheduleFixedAmount,AMT,
40679,UnderlyingPaymentScheduleFixedCurrency,CURRENCY,
40680,UnderlyingPaymentScheduleStepFrequencyPeriod,INT,
40681,UnderlyingPaymentScheduleStepFrequencyUnit,STRING,
40682,UnderlyingPaymentScheduleStepOffsetValue,AMT,
40683,UnderlyingPaymentScheduleStepRate,PERCENTAGE,
40684,UnderlyingPaymentScheduleStepOffsetRate,PERCENTAGE,
40685,UnderlyingPaymentScheduleStepRelativeTo,INT,
40686,UnderlyingPaymentScheduleFixingDateUnadjusted,LOCALMKTDATE,
40687,UnderlyingPaymentScheduleWeight,FLOAT,
40688,UnderlyingPaymentScheduleFixingDateRelativeTo,INT,
40689,UnderlyingPaymentScheduleFixingDateBusinessDayCnvtn,INT,
40690,UnderlyingPaymentScheduleFixingDateBusinessCenter,STRING,
40691,UnderlyingPaymentScheduleFixingDateOffsetPeriod,INT,
40692,UnderlyingPaymentScheduleFixingDateOffsetUnit,STRING,
40693,UnderlyingPaymentScheduleFixingDateOffsetDayType,INT,
40694,UnderlyingPaymentScheduleFixingDateAdjusted,LOCALMKTDATE,
40695,UnderlyingPaymentScheduleFixingTime,LOCALMKTTIME,
40696,UnderlyingPaymentScheduleFixingTimeBusinessCenter,STRING,
40697,UnderlyingPaymentScheduleInterimExchangePaymentDateRelativeTo,INT,
40698,UnderlyingPaymentScheduleInterimExchangeDatesBizDayConvention,INT,
40699,UnderlyingPaymentScheduleInterimExchangeDatesBusinessCenter,STRING,
40700,UnderlyingPaymentScheduleInterimExchangeDatesOffsetPeriod,INT,
40701,UnderlyingPaymentScheduleInterimExchangeDatesOffsetUnit,STRING,
40702,UnderlyingPaymentScheduleInterimExchangeDatesOffsetDayType,INT,
40703,UnderlyingPaymentScheduleInterimExchangeDateAdjusted,LOCALMKTDATE,
40704,NoUnderlyingPaymentScheduleRateSources,NUMINGROUP,
40705,UnderlyingPaymentScheduleRateSource,INT,
40706,UnderlyingPaymentScheduleRateSourceType,INT,
40707,UnderlyingPaymentScheduleReferencePage,STRING,
40708,NoUnderlyingPaymentStubs,NUMINGROUP,
40709,UnderlyingPaymentStubType,INT,
40710,UnderlyingPaymentStubLength,INT,
40711,UnderlyingPaymentStubRate,PERCENTAGE,
40712,UnderlyingPaymentStubFixedAmount,AMT,
40713,UnderlyingPaymentStubFixedCurrency,CURRENCY,
40714,UnderlyingPaymentStubIndex,STRING,
40715,UnderlyingPaymentStubIndexSource,INT,
40716,UnderlyingPaymentStubIndexCurvePeriod,INT,
40717,UnderlyingPaymentStubIndexCurveUnit,STRING,
40718,UnderlyingPaymentStubIndexRateMultiplier,FLOAT,
40719,UnderlyingPaymentStubIndexRateSpread,PRICEOFFSET,
40720,UnderlyingPaymentStubIndexRateSpreadPositionType,INT,
40721,UnderlyingPaymentStubIndexRateTreatment,INT,
40722,UnderlyingPaymentStubIndexCapRate,PERCENTAGE,
40723,UnderlyingPaymentStubIndexCapRateBuySide,INT,
40724,UnderlyingPaymentStubIndexCapRateSellSide,INT,
40725,UnderlyingPaymentStubIndexFloorRate,PERCENTAGE,
40726,UnderlyingPaymentStubIndexFloorRateBuySide,INT,
40727,UnderlyingPaymentStubIndexFloorRateSellSide,INT,
40728,UnderlyingPaymentStubIndex2,STRING,
40729,UnderlyingPaymentStubIndex2Source,INT,
40730,UnderlyingPaymentStubIndex2CurvePeriod,INT,
40731,UnderlyingPaymentStubIndex2CurveUnit,STRING,
40732,UnderlyingPaymentStubIndex2RateMultiplier,FLOAT,
40733,UnderlyingPaymentStubIndex2RateSpread,PRICEOFFSET,
40734,UnderlyingPaymentStubIndex2RateSpreadPositionType,INT,
40735,UnderlyingPaymentStubIndex2RateTreatment,INT,
40736,UnderlyingPaymentStubIndex2CapRate,PERCENTAGE,
40737,UnderlyingPaymentStubIndex2FloorRate,PERCENTAGE,
40738,PaymentStreamType,INT,
40739,PaymentStreamMarketRate,INT,
40740,PaymentStreamDelayIndicator,BOOLEAN,
40741,PaymentStreamSettlCurrency,CURRENCY,
40742,PaymentStreamDayCount,INT,
40743,PaymentStreamAccrualDays,INT,
40744,PaymentStreamDiscountType,INT,
40745,PaymentStreamDiscountRate,PERCENTAGE,
40746,PaymentStreamDiscountRateDayCount,INT,
40747,PaymentStreamCompoundingMethod,INT,
40748,PaymentStreamInitialPrincipalExchangeIndicator,BOOLEAN,
40749,PaymentStreamInterimPrincipalExchangeIndicator,BOOLEAN,
40750,PaymentStreamFinalPrincipalExchangeIndicator,BOOLEAN,
40751,PaymentStreamPaymentDateBusinessDayConvention,INT,
40752,PaymentStreamPaymentDateBusinessCenter,STRING,
40753,PaymentStreamPaymentFrequencyPeriod,INT,
40754,PaymentStreamPaymentFrequencyUnit,STRING,
40755,PaymentStreamPaymentRollConvention,STRING,
40756,PaymentStreamFirstPaymentDateUnadjusted,LOCALMKTDATE,
40757,PaymentStreamLastRegularPaymentDateUnadjusted,LOCALMKTDATE,
40758,PaymentStreamPaymentDateRelativeTo,INT,
40759,PaymentStreamPaymentDateOffsetPeriod,INT,
40760,PaymentStreamPaymentDateOffsetUnit,STRING,
40761,PaymentStreamResetDateRelativeTo,INT,
40762,PaymentStreamResetDateBusinessDayConvention,INT,
40763,PaymentStreamResetDateBusinessCenter,STRING,
40764,PaymentStreamResetFrequencyPeriod,INT,
40765,PaymentStreamResetFrequencyUnit,STRING,
40766,PaymentStreamResetWeeklyRollConvention,STRING,
40767,PaymentStreamInitialFixingDateRelativeTo,INT,
40768,PaymentStreamInitialFixingDateBusinessDayConvention,INT,
40769,PaymentStreamInitialFixingDateBusinessCenter,STRING,
40770,PaymentStreamInitialFixingDateOffsetPeriod,INT,
40771,PaymentStreamInitialFixingDateOffsetUnit,STRING,
40772,PaymentStreamInitialFixingDateOffsetDayType,INT,
40773,PaymentStreamInitialFixingDateAdjusted,LOCALMKTDATE,
40774,PaymentStreamFixingDateRelativeTo,INT,
40775,PaymentStreamFixingDateBusinessDayConvention,INT,
40776,PaymentStreamFixingDateBusinessCenter,STRING,
40777,PaymentStreamFixingDateOffsetPeriod,INT,
40778,PaymentStreamFixingDateOffsetUnit,STRING,
40779,PaymentStreamFixingDateOffsetDayType,INT,
40780,PaymentStreamFixingDateAdjusted,LOCALMKTDATE,
40781,PaymentStreamRateCutoffDateOffsetPeriod,INT,
40782,PaymentStreamRateCutoffDateOffsetUnit,STRING,
40783,PaymentStreamRateCutoffDateOffsetDayType,INT,
40784,PaymentStreamRate,PERCENTAGE,
40785,PaymentStreamFixedAmount,AMT,
40786,PaymentStreamRateOrAmountCurrency,CURRENCY,
40787,PaymentStreamFutureValueNotional,AMT,
40788,PaymentStreamFutureValueDateAdjusted,LOCALMKTDATE,
40789,PaymentStreamRateIndex,STRING,
40790,PaymentStreamRateIndexSource,INT,
40791,PaymentStreamRateIndexCurveUnit,STRING,
40792,PaymentStreamRateIndexCurvePeriod,INT,
40793,PaymentStreamRateMultiplier,FLOAT,
40794,PaymentStreamRateSpread,PRICEOFFSET,
40795,PaymentStreamRateSpreadPositionType,INT,
40796,PaymentStreamRateTreatment,INT,
40797,PaymentStreamCapRate,PERCENTAGE,
40798,PaymentStreamCapRateBuySide,INT,
40799,PaymentStreamCapRateSellSide,INT,
40800,PaymentStreamFloorRate,PERCENTAGE,
40801,PaymentStreamFloorRateBuySide,INT,
40802,PaymentStreamFloorRateSellSide,INT,
40803,PaymentStreamInitialRate,PERCENTAGE,
40804,PaymentStreamFinalRateRoundingDirection,CHAR,
40805,PaymentStreamFinalRatePrecision,INT,
40806,PaymentStreamAveragingMethod,INT,
40807,PaymentStreamNegativeRateTreatment,INT,
40808,PaymentStreamInflationLagPeriod,INT,
40809,PaymentStreamInflationLagUnit,STRING,
40810,PaymentStreamInflationLagDayType,INT,
40811,PaymentStreamInflationInterpolationMethod,INT,
40812,PaymentStreamInflationIndexSource,INT,
40813,PaymentStreamInflationPublicationSource,STRING,
40814,PaymentStreamInflationInitialIndexLevel,FLOAT,
40815,PaymentStreamInflationFallbackBondApplicable,BOOLEAN,
40816,PaymentStreamFRADiscounting,INT,
40817,PaymentStreamNonDeliverableRefCurrency,CURRENCY,
40818,PaymentStreamNonDeliverableFixingDatesBusinessDayConvention,INT,
40819,PaymentStreamNonDeliverableFixingDatesBusinessCenter,STRING,
40820,PaymentStreamNonDeliverableFixingDatesRelativeTo,INT,
40821,PaymentStreamNonDeliverableFixingDatesOffsetPeriod,INT,
40822,PaymentStreamNonDeliverableFixingDatesOffsetUnit,STRING,
40823,PaymentStreamNonDeliverableFixingDatesOffsetDayType,INT,
40824,UnderlyingPaymentStreamNonDeliverableSettlReferencePage,STRING,
40825,NoNonDeliverableFixingDates,NUMINGROUP,
40826,NonDeliverableFixingDate,LOCALMKTDATE,
40827,NonDeliverableFixingDateType,INT,
40828,NoPaymentSchedules,NUMINGROUP,
40829,PaymentScheduleType,INT,
40830,PaymentScheduleStubType,INT,
40831,PaymentScheduleStartDateUnadjusted,LOCALMKTDATE,
40832,PaymentScheduleEndDateUnadjusted,LOCALMKTDATE,
40833,PaymentSchedulePaySide,INT,
40834,PaymentScheduleReceiveSide,INT,
40835,PaymentScheduleNotional,AMT,
40836,PaymentScheduleCurrency,CURRENCY,
40837,PaymentScheduleRate,PERCENTAGE,
40838,PaymentScheduleRateMultiplier,FLOAT,
40839,PaymentScheduleRateSpread,PRICEOFFSET,
40840,PaymentScheduleRateSpreadPositionType,INT,
40841,PaymentScheduleRateTreatment,INT,
40842,PaymentScheduleFixedAmount,AMT,
40843,PaymentScheduleFixedCurrency,CURRENCY,
40844,PaymentScheduleStepFrequencyPeriod,INT,
40845,PaymentScheduleStepFrequencyUnit,STRING,
40846,PaymentScheduleStepOffsetValue,AMT,
40847,PaymentScheduleStepRate,PERCENTAGE,
40848,PaymentScheduleStepOffsetRate,PERCENTAGE,
40849,PaymentScheduleStepRelativeTo,INT,
40850,PaymentScheduleFixingDateUnadjusted,LOCALMKTDATE,
40851,PaymentScheduleWeight,FLOAT,
40852,PaymentScheduleFixingDateRelativeTo,INT,
40853,PaymentScheduleFixingDateBusinessDayConvention,INT,
40854,PaymentScheduleFixingDateBusinessCenter,STRING,
40855,PaymentScheduleFixingDateOffsetPeriod,INT,
40856,PaymentScheduleFixingDateOffsetUnit,STRING,
40857,PaymentScheduleFixingDateOffsetDayType,INT,
40858,PaymentScheduleFixingDateAdjusted,LOCALMKTDATE,
40859,PaymentScheduleFixingTime,LOCALMKTTIME,
40860,PaymentScheduleFixingTimeBusinessCenter,STRING,
40861,PaymentScheduleInterimExchangePaymentDateRelativeTo,INT,
40862,PaymentScheduleInterimExchangeDatesBusinessDayConvention,INT,
40863,PaymentScheduleInterimExchangeDatesBusinessCenter,STRING,
40864,PaymentScheduleInterimExchangeDatesOffsetPeriod,INT,
40865,PaymentScheduleInterimExchangeDatesOffsetUnit,STRING,
40866,PaymentScheduleInterimExchangeDatesOffsetDayType,INT,
40867,PaymentScheduleInterimExchangeDateAdjusted,LOCALMKTDATE,
40868,NoPaymentScheduleRateSources,NUMINGROUP,
40869,PaymentScheduleRateSource,INT,
40870,PaymentScheduleRateSourceType,INT,
40871,PaymentScheduleReferencePage,STRING,
40872,NoPaymentStubs,NUMINGROUP,
40873,PaymentStubType,INT,
40874,PaymentStubLength,INT,
40875,PaymentStubRate,PERCENTAGE,
40876,PaymentStubFixedAmount,AMT,
40877,PaymentStubFixedCurrency,CURRENCY,
40878,PaymentStubIndex,STRING,
40879,PaymentStubIndexSource,INT,
40880,PaymentStubIndexCurvePeriod,INT,
40881,PaymentStubIndexCurveUnit,STRING,
40882,PaymentStubIndexRateMultiplier,FLOAT,
40883,PaymentStubIndexRateSpread,PRICEOFFSET,
40884,PaymentStubIndexRateSpreadPositionType,INT,
40885,PaymentStubIndexRateTreatment,INT,
40886,PaymentStubIndexCapRate,PERCENTAGE,
40887,PaymentStubIndexCapRateBuySide,INT,
40888,PaymentStubIndexCapRateSellSide,INT,
40889,PaymentStubIndexFloorRate,PERCENTAGE,
40890,PaymentStubIndexFloorRateBuySide,INT,
40891,PaymentStubIndexFloorRateSellSide,INT,
40892,PaymentStubIndex2,STRING,
40893,PaymentStubIndex2Source,INT,
40894,PaymentStubIndex2CurvePeriod,INT,
40895,PaymentStubIndex2CurveUnit,STRING,
40896,PaymentStubIndex2RateMultiplier,FLOAT,
40897,PaymentStubIndex2RateSpread,PRICEOFFSET,
40898,PaymentStubIndex2RateSpreadPositionType,INT,
40899,PaymentStubIndex2RateTreatment,INT,
40900,PaymentStubIndex2CapRate,PERCENTAGE,
40901,PaymentStubIndex2FloorRate,PERCENTAGE,
40902,NoLegSettlRateFallbacks,NUMINGROUP,
40903,LegSettlRatePostponementMaximumDays,INT,
40904,UnderlyingSettlRateFallbackRateSource,INT,
